Модель;Цена, долл;Пробег, мили;Год;Объём двигателя, л;Мощность, л.с;Топливо
Renault Sandero II Рестайлинг;0,00;8289,79;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12250,34;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;6386,83;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;7397,78;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10097,61;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12547,68;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11560,51;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10466,31;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9228,94;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10466,31;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11572,41;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10359,27;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11215,60;2020;1,6;82;Бензин
Renault Sandero II Stepway;43505,28;7730,80;2016;1,6;82;Бензин
Renault Sandero II Stepway;42883,78;7255,06;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10930,16;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10347,37;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11902,12;2021;1,6;102;Бензин
Renault Sandero I;65257,92;5471,03;2013;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7564,29;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;3,11;10840,96;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10942,05;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10405,12;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12238,45;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10454,42;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11191,82;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11453,47;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11929,21;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9740,80;2021;1,6;82;Бензин
Renault Sandero I;156619,02;3568,06;2014;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12238,45;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11072,88;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9003,41;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11370,22;2021;1,6;102;Бензин
Renault Sandero I Stepway;43505,28;5887,30;2013;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12048,15;2020;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10965,84;2020;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;10989,63;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10347,37;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8491,98;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11405,90;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12048,15;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10799,33;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12238,45;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12275,60;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11453,47;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11179,92;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11298,86;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11738,92;2020;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10240,33;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11405,90;2021;1,6;82;Бензин
Renault Sandero II;30587,32;8563,34;2017;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10026,25;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;10894,48;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10573,35;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10811,22;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9122,34;2021;1,6;113;Бензин
Renault Sandero II;33693,60;7255,06;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11572,41;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11572,41;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9169,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10216,55;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10787,44;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8578,81;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9384,00;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11156,13;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9633,76;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8527,66;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10942,05;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11691,34;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8694,17;2021;1,6;82;Бензин
Renault Sandero II;21752,64;7433,46;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11156,13;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9526,72;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9788,38;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8646,60;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10383,06;2021;1,6;102;Бензин
Renault Sandero II Stepway;58047,23;7599,97;2016;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9169,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8789,32;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9173,48;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11929,21;2021;1,6;102;Бензин
Renault Sandero I;113113,74;4055,70;2010;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9800,27;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10026,25;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10026,25;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9526,72;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11572,41;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;11132,35;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10264,12;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9173,48;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9372,10;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9601,65;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;6113,28;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7683,22;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9146,13;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9502,93;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;12925,42;10108,40;2019;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9193,70;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10383,06;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8753,64;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;13880,67;10097,61;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8515,77;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7552,39;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8670,39;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9502,93;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10153,51;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;7932,99;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9728,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;6874,46;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;9074,77;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9360,21;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7564,29;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;6945,82;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9074,77;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9502,93;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;7683,22;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8040,03;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8515,77;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;8765,53;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9728,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;7278,84;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8872,58;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8753,64;2021;1,6;102;Бензин
Renault Sandero I;48477,32;4579,01;2013;1,6;103;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8040,03;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9728,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9193,70;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8480,09;2021;1,6;82;Бензин
Renault Sandero I Stepway;58421,38;5943,79;2014;1,6;84;Бензин
Renault Sandero II Рестайлинг;0,00;7984,13;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;13832,19;8920,15;2018;1,6;82;Бензин
Renault Sandero II;25852,70;6838,78;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг;34714,73;7842,47;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;37911,75;9618,90;2018;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;12952,06;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8729,85;2021;1,6;113;Бензин
Renault Sandero I;52206,34;4757,41;2012;1,4;75;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8408,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;22995,65;9975,70;2019;1,6;113;Бензин
Renault Sandero II Рестайлинг;0,00;9217,49;2021;1,6;102;Бензин
Renault Sandero I;93847,11;4873,34;2010;1,6;103;Бензин
Renault Sandero II;22995,65;7469,14;2015;1,6;82;Бензин
Renault Sandero II Stepway;34333,75;7481,03;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8332,61;2021;1,6;113;Бензин
Renault Sandero II Stepway;23617,15;9870,17;2018;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10383,06;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг;0,00;9907,31;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9923,96;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9538,61;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9550,51;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг;0,00;8111,39;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9800,27;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9479,15;2021;1,6;102;Бензин
Renault Sandero II;13863,89;9276,96;2018;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9193,70;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9169,91;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8753,64;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8694,17;2021;1,6;82;Бензин
Renault Sandero II;73337,48;6303,57;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8408,73;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8801,22;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8715,58;2021;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10026,25;2021;1,6;113;Бензин
Renault Sandero II;73337,48;5922,98;2014;1,6;102;Бензин
Renault Sandero II;42125,54;7005,29;2017;1,6;82;Бензин
Renault Sandero II;34614,05;7421,57;2016;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8051,92;2021;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;9655,17;2021;1,6;102;Бензин
Renault Sandero I;99014,92;4341,14;2012;1,6;84;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8761,97;2021;1,6;102;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;10287,91;2021;1,6;102;Бензин
Renault Sandero I;88626,48;4995,28;2012;1,6;103;Бензин
Renault Sandero II;65879,43;5649,43;2016;1,6;82;Бензин
Renault Sandero I;111870,73;3568,06;2010;1,4;75;Бензин
Renault Sandero II Stepway;39776,26;8230,33;2016;1,6;102;Бензин
Renault Sandero II Stepway;49720,32;8920,15;2018;1,6;82;Бензин
Renault Sandero I;103589,19;3805,93;2013;1,4;75;Бензин
Renault Sandero I Stepway;77688,00;5708,90;2011;1,6;84;Бензин
Renault Sandero I;203702,30;3556,17;2011;1,6;84;Бензин
Renault Sandero II Stepway;21752,64;8741,75;2018;1,6;113;Бензин
Renault Sandero II Stepway;49263,52;7314,52;2015;1,6;82;Бензин
Renault Sandero I;92621,50;3675,10;2010;1,4;75;Бензин
Renault Sandero I Stepway;79471,72;4816,88;2011;1,6;84;Бензин
Renault Sandero II;15951,52;7814,05;2018;1,6;82;Бензин
Renault Sandero I;42272,84;5316,41;2013;1,6;84;Бензин
Renault Sandero I;97885,64;3556,17;2012;1,4;75;Бензин
Renault Sandero II Stepway;33776,26;6767,42;2015;1,6;82;Бензин
Renault Sandero II;90118,09;6529,55;2015;1,6;82;Бензин
Renault Sandero II Рестайлинг Stepway;15537,60;9514,83;2019;1,6;113;Бензин
Renault Sandero II Рестайлинг Stepway;0,00;8526,47;2021;1,6;82;Бензин
Renault Sandero I;87010,57;4281,67;2010;1,4;75;Бензин
Renault Sandero I;37041,64;4935,82;2011;1,6;103;Бензин
